,2020-03-21
0,我家有只小神兽：谢谢你们！
1,abemei：其实两周以前 疫苗的发明者陈薇将军和一位领导主任已经做为最早一批志愿者在自己身上注射了  致敬！国之栋梁 真希望能替她们去注射啊！
2,abemei：致敬所有的志愿者 你们在为人类健康做贡献
3,蜗壳里的常威：这位超哥是我们跑团的啊！他在做一件很伟大的事！致敬
4,共4条回复
5,Juxtaposefination：年轻大了 每次看这种视频都想哭
6,小象大象家园：现在科学家不是都可以相信的！
7,听朋友说通讯社社长：他们接种前，陈薇院士在两周前已经先期接种，科学家亲自先试没问题了才给他们接种，别的科学家不一定能相信，这样的科学家没理由不相信。
8,工数大物线代C语言：图片评论 ¡评论配图
9,共18条回复
10,一切都要靠自己_99999：实验预苗 给💰吧？
11,奶茶配咸鱼：临床试验都有一定的补贴
12,风月幽闲：不给钱的，我们国家是社会主义国家，有成千上万的人愿意牺牲的，相比试疫苗其实各省支援武汉的医护人员其实更危险。但是还是会有大量人员自愿请愿去武汉去湖北。这里有某种至高无限的光荣，有钱是买不到的，你可以吹一辈子
13,共9条回复
14,奶酥是花椒树吗：你是英雄
15,-潇允-：你们也是抗疫英雄，谢谢你们，敢为天下先
16,梦想正实现：感谢
17,辞职队长：其实所有药物出厂前也都有这样的测试者，只是普通人不太关心这样的事
18,行走在大山里的蜀黍：真勇敢
19,我的天啊小猫爪：加油💪谢谢你！！！
20,TIMMYKIMMMMM：谢谢🙏
21,鹏鹏向上：希望你平安健康
22,苦涩的小泥巴：英雄，敬佩🙏
23,远櫂-旧游：帮帮你们，也帮帮1999年的自己
24,共992条回复
25,国民男友：塞尔维亚就是以前的南斯拉夫，兄弟加同志，怎么帮都没毛病🙏
26,共175条回复
27,学习：亲，老百姓是造不出这些的，我们只能帮你捐钱
28,共59条回复
29,冬青小C：广东医疗队今天已出征塞尔维亚
30,共277条回复
31,马叉孑子：我每天都会为我的祖国母亲感动得热泪盈眶。
32,共115条回复
33,一路诗来：帮啦，求靠谱捐赠渠道🙏🙏🙏
34,共135条回复
35,Kaaaaaaho：证书图片在评论，如果需要我本人在顺德，厂在中山，出口证书齐全，但是本人只是学生，钱可能不多无法大量捐献，亦不清楚外贸捐献流程，如果有需要的话我愿意出分棉力牵桥搭线或者在本地当个车夫，顺便请吃个煲仔饭。（原来图片不能评论emm）但在大使馆那边留了言
36,共108条回复
37,爱家的星星Emma：善良的中国网友每天都在等二维码
38,共45条回复
39,医美小卖部-：弄个二维码出来
40,共42条回复
41,白鹿云游：顶我上去，不要散碎往塞尔维亚大使馆寄送物资，他们才六个人小使馆工作量承受不了。有大批正规医疗物资的去联系使馆，没有物资的等待审批中的捐款通道。
42,共29条回复
43,人间风物皆有灵性：医疗队都出发了 你不赶紧更新一下
44,共20条回复
45,芋泥-boboxi：这位老铁怎么总是磨磨唧唧的，你赶紧把二维码搞过来我们给你打点钱钱行不行，有了钱再去买，我搁哪给你造设备去呢，我就一普通小可爱好不好，赶紧的，抓紧时间，怎么这么让人着急呢！！！
46,共50条回复
47,咕叽咕叽麻薯星：哈哈哈哈哈，我们的网友太可爱啦！急着打钱🤣
48,共80条回复
49,红薯南瓜吃吃吃吃：训诫警告⚠️
50,子箫居士：中德是亚欧互帮互助的好伙伴，在应对疫情时期，我们携手并进。
51,仙人球er：团结一切可以团结的力量。希望人类只需要和病毒作战，而不要再搞内耗
52,一路诗来：自家兄弟有困难，当然要帮！虽万里相望，然此情不休
53,宋老爺萬福金安：中德合作，很重要❗️
54,鞍钢郭明义：转发微博
55,绝顶演技：转发微博
56,鹅鹅鹅真暖和：医院名字也取得好
57,共2条回复
58,雷叔de微博：背后是无数医护人员的辛劳付出，致敬！
59,阿旭kraven：你不提我还忘记了红十字会优先向这个医院送口罩，
60,共1条回复
61,MIAmakeup-郑卓：有责任心人 到哪都能把事做优秀
62,娱乐音乐追综：支持好友
63,小丸子后援会：我经常在这个医院看牙科，这里的医生小姐姐特别温柔，是我见过最温柔的小姐姐！！！
64,小憨猪00：致敬所有医护人员！ 希望疫情早日过去！但是恳请，麻烦大家关注一下这个#药店非法行医致人死亡# ！！！当事人女儿才17岁！！
65,小憨猪00：希望疫情早日过去！医生们辛苦了！但是麻烦大家关注一下这个#药店非法行医致人死亡# ！！！当事人女儿才17岁！！
66,杯水车薪168：
67,waterKing6：戴两个口罩？
68,南秋施宛：优秀
69,晶晶依琳：一个不收更好确保安全 打电话回复都是满了
70,柠檬和柠檬汁biu：眼神中看得出他很善良
71,嗨瀛：母校真棒！
72,我還可以再熬一熬：天佑精神病医院？
73,共1条回复
74,uendhcu：他们一样很棒！！！
75,共1条回复
76,懒人鱼-H：好样的，加油
