,2020-05-10
0,最爱成宝拉：作孽啊，我把地址给你们，你们寄过来，运费我自己付
1,如是我闻thu：1929-1933重现？
2,创绿家官方：消毒工作不可少，就这样倒掉太浪费了！
3,飞飞可爱多555：加油！！！
4,翟东升：目前云办公效果不太理想，我认为主要是因为在家工作缺乏工业的场域和氛围，许多人一见床就想睡，多数人是不能自律需要他律的。 如果能搞好低成本的三维成像，同事之间即便身处不同时区也如同一室之内，也能随时相互眼神和语言交流，那么办公楼的时代就真的结束了。
5,翟东升：回复@ZR律师:这个思路强！
6,ZR律师：自己ps个衣服，这部分消费也省了
7,共57条回复
8,相约逗比2345：翟老师啊，你终于来微博啦！！！盼星星盼月亮的！其他平台也开通吧！时间紧就让别人帮忙管理！再不开你都快成被搬运侵权专业户了！你一个，张维为老师一个，就盯着一个平台造，这事要重视啊！不然你们都默默被别人拿去赚钱了还啥也不知道
9,翟东升：谢谢提醒。我看到别人在各个平台上搬运我的视频了。我目前没有空搭理这些事。反过来想，他们相当于帮我传播了思想，获得一点儿劳务费也是合理的。
10,共20条回复
11,Tony穿过暴风雨：大概是04年，在IT经理人杂志第一次看到先生文章（像鸽子一样无害），就成了先生粉丝。10年左右跟微博一个朋友聊天，她跟先生有过面对面交流，她说您当时对社交媒体是保守的状态，今天终于看到微博发声了。
12,翟东升：社交媒体用多了，对智商是重大伤害。可以算工伤吗？
13,翟东升：我那时候博士刚毕业，留校教书工资低，为谋生而不得不写专栏，开始0.5元一个字，后来1元一个字，跟汪丁丁一样价了，张五常2元一个字，当时心中窃喜，孰料写专栏代价巨大，耽误学术发表好几年。
14,共17条回复
15,王悦殊：明白人说的明白话
16,翟东升：谢谢
17,夏夜的红树林：您这个专业，您的学生除了进体制，体制外是从事什么工作？就业怎么样？
18,翟东升：就业还是不错，金融机构偏多。未来资本输出更多，对我们的学生需求更大了，而且都会是高层次需求。
19,天天想喝奶茶-qaq：回复@夏夜的红树林:我想应该因为是人大吧，工作还是好找的
20,共11条回复
21,太优秀刺眼：老师，书在哪里买？
22,翟东升：我不卖书的
