日期,内容
2020-02-21,谢谢
2020-02-21,谢谢，我们会记得对我们的好
2020-02-21,还以为是中国人
2020-02-21,看不出是韩国人
2020-02-21,儿化音
2020-02-21,还有儿化音
2020-02-21,厉害了
2020-02-21,中文真好
2020-02-21,中文讲的很好
2020-02-21,发音不错就是不回造句
2020-02-21,卧槽这个汉语好好啊
2020-02-21,卧槽这是韩国人
2020-02-21,感谢
2020-02-21,祝安康
2020-02-21,这就是咱们中国人好不
2020-02-21,谢谢！
2020-02-21,哇塞普通话赞
2020-02-21,蹦词
2020-02-21,喔噻。。。
2020-02-21,戴的kf94啊，我也买了几个，比普通口罩强点，比霍尼韦尔差点
2020-02-21,儿化音好评
2020-02-21,词穷了
2020-02-21,这个普通话好厉害！字正腔圆
2020-02-21,感谢
2020-02-21,这中文好的甚至还有口音
2020-02-21,完全没口音啊
2020-02-21,？？开口跪
2020-02-21,中韩友好，等病好了，一起飞。
2020-02-21,感谢
2020-02-21,一起加油奋战疫情
2020-02-21,记者同志太近了吧
2020-02-21,谢谢
2020-02-21,感谢！
2020-02-21,说啥呢，哈哈，结婚？
2020-02-21,中文好棒啊
2020-02-21,发音挺好的
2020-02-21,谢谢
2020-02-21,感射
2020-02-21,可能是中文不太精通
2020-02-21,谢谢
2020-02-21,谢谢
2020-02-21,一起加油
2020-02-21,←这个场合说这话情商太低了吧
2020-02-21,没词了哈哈哈哈哈哈哈
2020-02-21,谢谢
2020-02-21,中文这么好
2020-02-21,词穷了
2020-02-21,行了，出来有你们一份的。
2020-02-21,哈哈哈哈哈哈不知道说什么
2020-02-21,这个普通话我服
2020-02-21,看来是左派
2020-02-21,发音很好吗
2020-02-21,这中文都有中国口音了
2020-02-21,还是鬼子会宣传
2020-02-21,东亚团结一起
2020-02-21,谢谢
2020-02-21,谢谢谢谢谢谢
2020-02-21,谢谢韩国
2020-02-21,貌似中国通的样子
2020-02-21,这中文太溜了
2020-02-21,这是中国人？！
2020-02-21,牛批
2020-02-21,卧槽
2020-02-21,有点儿忧虑
2020-02-21,感谢！
2020-02-21,比喻中韩两国30周年，就像结婚30周年，是金婚。
2020-02-21,中文不错
2020-02-21,你这中文水平有点厉害呀
2020-02-21,自从成都开会以后....
2020-02-21,中国向韩国输出了汤唯Hhhh
2020-02-21,谢谢
2020-02-21,nb
2020-02-21,哈哈，断词儿了
2020-02-21,金婚
2020-02-21,。。。。。。。。。。。。。
2020-02-21,就是这个。。。；中国人吧
2020-02-21,在说啥
2020-02-21,中文？
2020-02-21,中国通呀
2020-02-21,有点连不成句子
2020-02-21,这是韩国人？
2020-02-21,？？？
2020-02-21,词汇缺乏
2020-02-21,哇这中文说的好好
