日期,内容
2021-01-16,学校是真的过分
2021-01-16,不给留校，就不用担责了
2021-01-16,应该是外省回家的
2021-01-16,好人一生平安
2021-01-16,啥学校啊说出来避避雷
2021-01-16,这啥学校
2021-01-16,学学校让人心寒了
2021-01-16,学校牛啊
2021-01-16,学校牛逼！辅导员老师牛逼
2021-01-16,学校牛逼
2021-01-16,太难了
2021-01-16,学校过分
2021-01-16,那就别回来了..
2021-01-16,哪个学校的啊，有知道的没
2021-01-16,好心人。
2021-01-16,学校敢不留？？？
2021-01-16,学校这样做……………？？？？！！！！！
2021-01-16,学校不负责任
2021-01-16,学校也不管就真是
2021-01-16,点赞
2021-01-16,暖心
2021-01-16,太过分了
2021-01-16,学校放假了，清校了估计
2021-01-16,谢谢
2021-01-16,我要是没家，真没家。学校不留，我该怎么办
2021-01-16,光明网说的，离校即返家。还是想哭
2021-01-16,离校即返家嘛，想哭
2021-01-16,什么学校啊
2021-01-16,什么学校啊这是
2021-01-16,好惨啊
2021-01-16,什么学校这么没有责任感？
2021-01-16,赞
2021-01-16,学校可以的，校外死活与本校无关
2021-01-16,然后然后然后
2021-01-16,这问题大了
2021-01-16,石家庄大学放假就离谱，看看大连
2021-01-16,点个赞在看
2021-01-16,好人一生平安
2021-01-16,学校过分了，让学生去哪呀。
2021-01-16,学校真是……
2021-01-16,学校胡闹
2021-01-16,哪个学校的？要严查！
2021-01-16,没有就冻死拉到呗意思
2021-01-16,这是看到的
2021-01-16,学校是不是欠考虑，没有返乡的，不可以在校居住吗，为了推卸责任！！！
2021-01-16,可怜
2021-01-16,真够惨的了。这就是人性呵
2021-01-16,哪个学校？
2021-01-16,学校胡闹！
2021-01-16,祖国先强大起来！
2021-01-16,感谢志愿者！
2021-01-17,垃圾大学，不护自己的学生，算啥学校
2021-01-17,了不起
2021-01-17,什么学校了过分！
2021-01-17,学校这样不好吧。。。
2021-01-17,可怜啊
2021-01-17,好可怜
2021-01-17,学校不能让他们住宿舍吗？
2021-01-17,学校有饼
2021-01-17,野鸡大学
2021-01-17,能住一个假期吗
2021-01-17,为什么不可以就进家呢
2021-01-17,哪个学校也曝光下，真负责任
2021-01-17,排除湖南科技大学～学校让留校！
2021-01-17,学校太过分了
2021-01-17,北二外疫情期间也不让住，不管有什么考试，12月31号都得遣散
2021-01-17,志愿者好样的
2021-01-17,什么学校
2021-01-17,学校是真的过分
2021-01-17,不给留校，就不用担责了
2021-01-17,应该是外省回家的
2021-01-17,好人一生平安
2021-01-17,啥学校啊说出来避避雷
2021-01-17,这啥学校
2021-01-17,学学校让人心寒了
2021-01-17,学校牛啊
2021-01-17,学校牛逼！辅导员老师牛逼
2021-01-17,学校牛逼
2021-01-17,太难了
2021-01-17,学校过分
2021-01-17,那就别回来了..
2021-01-17,哪个学校的啊，有知道的没
2021-01-17,好心人。
2021-01-17,学校敢不留？？？
2021-01-17,学校这样做……………？？？？！！！！！
2021-01-17,学校不负责任
2021-01-17,学校也不管就真是
2021-01-17,点赞
2021-01-17,暖心
2021-01-17,太过分了
2021-01-17,学校放假了，清校了估计
2021-01-17,谢谢
2021-01-17,我要是没家，真没家。学校不留，我该怎么办
2021-01-17,光明网说的，离校即返家。还是想哭
2021-01-17,离校即返家嘛，想哭
2021-01-17,什么学校啊
2021-01-17,什么学校啊这是
2021-01-17,好惨啊
2021-01-17,什么学校这么没有责任感？
2021-01-17,赞
2021-01-17,学校可以的，校外死活与本校无关
2021-01-17,然后然后然后
2021-01-17,这问题大了
2021-01-17,石家庄大学放假就离谱，看看大连
2021-01-17,点个赞在看
2021-01-17,好人一生平安
2021-01-17,学校过分了，让学生去哪呀。
2021-01-17,学校真是……
2021-01-17,学校胡闹
2021-01-17,哪个学校的？要严查！
2021-01-17,没有就冻死拉到呗意思
2021-01-17,这是看到的
2021-01-17,学校是不是欠考虑，没有返乡的，不可以在校居住吗，为了推卸责任！！！
2021-01-17,可怜
2021-01-17,真够惨的了。这就是人性呵
2021-01-17,哪个学校？
2021-01-17,学校胡闹！
2021-01-17,祖国先强大起来！
2021-01-17,感谢志愿者！
2021-01-18,这种时候这学校有点扯淡
2021-01-18,不是，学校干嘛了？
2021-01-18,垃圾大学，不护自己的学生，算啥学校
2021-01-18,了不起
2021-01-18,什么学校了过分！
2021-01-18,学校这样不好吧。。。
2021-01-18,可怜啊
2021-01-18,好可怜
2021-01-18,学校不能让他们住宿舍吗？
2021-01-18,学校有饼
2021-01-18,野鸡大学
2021-01-18,能住一个假期吗
2021-01-18,为什么不可以就进家呢
2021-01-18,哪个学校也曝光下，真负责任
2021-01-18,排除湖南科技大学～学校让留校！
2021-01-18,学校太过分了
2021-01-18,北二外疫情期间也不让住，不管有什么考试，12月31号都得遣散
2021-01-18,志愿者好样的
2021-01-18,什么学校
2021-01-18,学校是真的过分
2021-01-18,不给留校，就不用担责了
2021-01-18,应该是外省回家的
2021-01-18,好人一生平安
2021-01-18,啥学校啊说出来避避雷
2021-01-18,这啥学校
2021-01-18,学学校让人心寒了
2021-01-18,学校牛啊
2021-01-18,学校牛逼！辅导员老师牛逼
2021-01-18,学校牛逼
2021-01-18,太难了
2021-01-18,学校过分
2021-01-18,那就别回来了..
2021-01-18,哪个学校的啊，有知道的没
2021-01-18,好心人。
2021-01-18,学校敢不留？？？
2021-01-18,学校这样做……………？？？？！！！！！
2021-01-18,学校不负责任
2021-01-18,学校也不管就真是
2021-01-18,点赞
2021-01-18,暖心
2021-01-18,太过分了
2021-01-18,学校放假了，清校了估计
2021-01-18,谢谢
2021-01-18,我要是没家，真没家。学校不留，我该怎么办
2021-01-18,光明网说的，离校即返家。还是想哭
2021-01-18,离校即返家嘛，想哭
2021-01-18,什么学校啊
2021-01-18,什么学校啊这是
2021-01-18,好惨啊
2021-01-18,什么学校这么没有责任感？
2021-01-18,赞
2021-01-18,学校可以的，校外死活与本校无关
2021-01-18,然后然后然后
2021-01-18,这问题大了
2021-01-18,石家庄大学放假就离谱，看看大连
2021-01-18,点个赞在看
2021-01-18,好人一生平安
2021-01-18,学校过分了，让学生去哪呀。
2021-01-18,学校真是……
2021-01-18,学校胡闹
2021-01-18,哪个学校的？要严查！
2021-01-18,没有就冻死拉到呗意思
2021-01-18,这是看到的
2021-01-18,学校是不是欠考虑，没有返乡的，不可以在校居住吗，为了推卸责任！！！
2021-01-18,可怜
2021-01-18,真够惨的了。这就是人性呵
2021-01-18,哪个学校？
2021-01-18,学校胡闹！
2021-01-18,祖国先强大起来！
2021-01-18,感谢志愿者！
2021-01-20,这种时候这学校有点扯淡
2021-01-20,不是，学校干嘛了？
2021-01-20,垃圾大学，不护自己的学生，算啥学校
2021-01-20,了不起
2021-01-20,什么学校了过分！
2021-01-20,学校这样不好吧。。。
2021-01-20,可怜啊
2021-01-20,好可怜
2021-01-20,学校不能让他们住宿舍吗？
2021-01-20,学校有饼
2021-01-20,野鸡大学
2021-01-20,能住一个假期吗
2021-01-20,为什么不可以就进家呢
2021-01-20,哪个学校也曝光下，真负责任
2021-01-20,排除湖南科技大学～学校让留校！
2021-01-20,学校太过分了
2021-01-20,北二外疫情期间也不让住，不管有什么考试，12月31号都得遣散
2021-01-20,志愿者好样的
2021-01-20,什么学校
2021-01-20,学校是真的过分
2021-01-20,不给留校，就不用担责了
2021-01-20,应该是外省回家的
2021-01-20,好人一生平安
2021-01-20,啥学校啊说出来避避雷
2021-01-20,这啥学校
2021-01-20,学学校让人心寒了
2021-01-20,学校牛啊
2021-01-20,学校牛逼！辅导员老师牛逼
2021-01-20,学校牛逼
2021-01-20,太难了
2021-01-20,学校过分
2021-01-20,那就别回来了..
2021-01-20,哪个学校的啊，有知道的没
2021-01-20,好心人。
2021-01-20,学校敢不留？？？
2021-01-20,学校这样做……………？？？？！！！！！
2021-01-20,学校不负责任
2021-01-20,学校也不管就真是
2021-01-20,点赞
2021-01-20,暖心
2021-01-20,太过分了
2021-01-20,学校放假了，清校了估计
2021-01-20,谢谢
2021-01-20,我要是没家，真没家。学校不留，我该怎么办
2021-01-20,光明网说的，离校即返家。还是想哭
2021-01-20,离校即返家嘛，想哭
2021-01-20,什么学校啊
2021-01-20,什么学校啊这是
2021-01-20,好惨啊
2021-01-20,什么学校这么没有责任感？
2021-01-20,赞
2021-01-20,学校可以的，校外死活与本校无关
2021-01-20,然后然后然后
2021-01-20,这问题大了
2021-01-20,石家庄大学放假就离谱，看看大连
2021-01-20,点个赞在看
2021-01-20,好人一生平安
2021-01-20,学校过分了，让学生去哪呀。
2021-01-20,学校真是……
2021-01-20,学校胡闹
2021-01-20,哪个学校的？要严查！
2021-01-20,没有就冻死拉到呗意思
2021-01-20,这是看到的
2021-01-20,学校是不是欠考虑，没有返乡的，不可以在校居住吗，为了推卸责任！！！
2021-01-20,可怜
2021-01-20,真够惨的了。这就是人性呵
2021-01-20,哪个学校？
2021-01-20,学校胡闹！
2021-01-20,祖国先强大起来！
2021-01-20,感谢志愿者！
