3-18,0.5880585053095572
3-19,0.5882235129180853
3-20,0.59244126659857
3-21,0.5847847847847848
3-22,0.590990990990991
3-23,0.5871844660194174
3-24,0.5465742879137798
3-25,0.541963727329581
3-26,0.5012289485662267
3-27,0.5205167864616504
3-28,0.5085882244879214
3-29,0.5083758193736344
3-30,0.5135532481852431
3-31,0.5190714610832954
4-1,0.5171336701883326
4-2,0.5162964311726147
4-3,0.51874655394229
4-4,0.5211690794864791
4-5,0.5194720089870811
4-6,0.5168457475869604
4-7,0.5183937352030595
4-8,0.5192535275375512
4-9,0.5184838558727187
4-10,0.5189769727860198
4-11,0.5193826933676281
4-12,0.5171252105558675
4-13,0.5173358526216344
4-14,0.5170800187178287
4-15,0.5197921587151629
4-16,0.5201209144152654
4-17,0.5085183273102736
4-18,0.518015910154422
4-19,0.5194179344231314
4-20,0.5205849944906341
4-21,0.4693968395281549
4-22,0.5169351507641471
4-23,0.5159025196199918
4-24,0.518050918196995
4-25,0.5158597662771286
4-26,0.5141470466749277
4-27,0.5006909258406265
4-28,0.5116213151927438
