词语,tfidf值
泄露,0.00024481001040385875
啤酒,0.00024481001040385875
过来,0.0002430871603730494
其实,0.00024266330289567583
电子,0.00024217265837782423
首相,0.00024217265837782423
没事,0.0002420748586402569
！学医,0.00024145644861750453
抗洪死亡,0.00024145644861750453
同济,0.00024145644861750453
全靠,0.00024145644861750453
不过,0.00024145644861750453
？说,0.00024145644861750453
结束,0.00024058110717332725
门口,0.00023935669723389608
残酷,0.0002381028868311503
高考,0.0002381028868311503
医疗队,0.0002381028868311503
发言,0.0002381028868311503
先进,0.0002381028868311503
哈哈哈赶紧,0.00023474932504479606
或哈哈哈哈,0.00023474932504479606
！手语,0.00023474932504479606
。这个,0.00023474932504479606
注意,0.00023372477494603967
回应,0.00023139576325844184
了干得,0.00023139576325844184
病夫北美,0.00023139576325844184
的印度,0.00023139576325844184
今年,0.00023055689437443858
了我们,0.00023055689437443858
师姐大,0.00022804220147208763
？哈哈哈哈,0.00022804220147208763
迷惑,0.00022804220147208763
给中国,0.00022804220147208763
赶紧,0.0002272106129342762
200,0.0002266383677987916
吃饭,0.00022554478797499425
跑呵呵活见鬼好,0.00022468863968573338
96,0.00022468863968573338
了帅,0.00022468863968573338
解雇,0.00022468863968573338
啊好,0.00022468863968573338
路亚？,0.00022468863968573338
正常,0.00022303873477527212
樱花,0.00022246093037032696
生意,0.00022246093037032696
？好,0.00022246093037032696
哈哈哈害怕嘿嘿嘿,0.00022133507789937916
哈哈哈老奶奶,0.00022133507789937916
抗洪害怕哈哈哈哈,0.00022133507789937916
特长生,0.00022133507789937916
猩猩,0.00022133507789937916
实验室,0.00022133507789937916
哪儿,0.00022133507789937916
公司瘟疫,0.00022133507789937916
前进,0.00022133507789937916
追剧,0.00022133507789937916
弃医,0.00021798151611302492
储备粮库,0.00021798151611302492
一般,0.00021798151611302492
哈哈哈哈老奶奶,0.00021798151611302492
嘿嘿嘿嘿嘿,0.00021798151611302492
可爱内蒙,0.00021798151611302492
投食,0.00021798151611302492
】【,0.00021798151611302492
老实,0.00021798151611302492
沙雕,0.00021798151611302492
天涯,0.00021798151611302492
行为,0.00021682900808247055
完全,0.00021682900808247055
！弃医,0.0002146279543266707
无力南村,0.0002146279543266707
哈哈哈派,0.0002146279543266707
嘿嘿看,0.0002146279543266707
鸟叫,0.0002146279543266707
生物,0.0002146279543266707
到处,0.0002146279543266707
脱鞋,0.0002146279543266707
忽局,0.0002146279543266707
旅游,0.0002146279543266707
！哈利,0.0002146279543266707
教徒,0.0002146279543266707
2000,0.00021401304693854237
基本,0.00021401304693854237
知识,0.00021401304693854237
报警,0.00021127439254031645
不看,0.00021127439254031645
稻谷,0.00021127439254031645
？可爱天线宝宝好,0.00021127439254031645
焦虑,0.00021127439254031645
谣言,0.00021127439254031645
误导,0.00021127439254031645
选择性,0.00021127439254031645
武大,0.00021127439254031645
金融危机,0.00021127439254031645
蔑视王之,0.00021127439254031645
在线,0.00021127439254031645
上升,0.00021127439254031645
恢复,0.00021127439254031645
华侨,0.00021127439254031645
投币,0.00021127439254031645
基督教,0.00021127439254031645
目标,0.00021119708579461416
比较,0.00021119708579461416
下来,0.00020838112465068598
房子,0.00020838112465068598
厉害我,0.00020838112465068598
人你,0.00020792083075396223
词汇,0.00020792083075396223
银行卡,0.00020792083075396223
储备,0.00020792083075396223
击落,0.00020792083075396223
哈哈哈哈奶奶,0.00020792083075396223
外星人弹幕,0.00020792083075396223
口红,0.00020792083075396223
！生日快乐生日快乐生日快乐,0.00020792083075396223
出征,0.00020792083075396223
方法,0.00020792083075396223
居然,0.00020792083075396223
其心,0.00020792083075396223
引述,0.00020792083075396223
在手,0.00020792083075396223
终于,0.0002055651635067578
观点,0.0002055651635067578
无人机｡,0.00020456726896760801
了已,0.00020456726896760801
嗝哈哈哈,0.00020456726896760801
嗝蒙,0.00020456726896760801
了不好,0.00020456726896760801
醒醒,0.00020456726896760801
了霸气,0.00020456726896760801
哪里,0.00020299030917749484
没错,0.0002027492023628296
衣服,0.0002027492023628296
胜利,0.0002027492023628296
教育,0.0002027492023628296
懵懵,0.00020121370718125377
6哈哈哈哈,0.00020121370718125377
风月,0.00020121370718125377
游泳,0.00020121370718125377
八位,0.00020121370718125377
口罩你,0.00020121370718125377
战机,0.00020121370718125377
边境,0.00020121370718125377
友军？,0.00020121370718125377
成长,0.00020121370718125377
不然,0.00019993324121890142
猪心,0.00019993324121890142
了这是,0.00019786014539489955
吧太惨,0.00019786014539489955
取钱,0.00019786014539489955
？真的,0.00019786014539489955
小麦,0.00019786014539489955
的和,0.00019786014539489955
哈哈哈hhhhhhhhhhhhh哈哈哈哈,0.00019786014539489955
可爱菩萨,0.00019786014539489955
空间石村,0.00019786014539489955
偏逢,0.00019786014539489955
连夜,0.00019786014539489955
青海湖,0.00019786014539489955
公司,0.00019786014539489955
俄国,0.00019786014539489955
战略,0.00019786014539489955
阶段,0.00019786014539489955
防护,0.00019786014539489955
！？,0.00019547214957832838
一起,0.0001945884976050231
穿着,0.00019450658360854533
美团,0.00019450658360854533
了重庆,0.00019450658360854533
哈哈再,0.00019450658360854533
！哈哈哈哈,0.00019450658360854533
场面哈哈哈,0.00019450658360854533
了哈哈哈哈,0.00019450658360854533
优势,0.00019450658360854533
锻炼,0.00019450658360854533
队伍最为,0.00019450658360854533
山东人,0.00019450658360854533
面临,0.00019450658360854533
多大,0.00019450658360854533
更是,0.00019450658360854533
！都,0.00019450658360854533
精英都,0.00019450658360854533
大牛人厉害,0.00019450658360854533
天使,0.00019450658360854533
们瞬间,0.00019450658360854533
！三连,0.00019450658360854533
支持大佬,0.00019450658360854533
了nb致敬,0.00019450658360854533
怪物,0.00019450658360854533
帅气,0.00019450658360854533
转载,0.00019450658360854533
要塞,0.00019450658360854533
非但,0.00019450658360854533
瞧不起,0.00019450658360854533
打压,0.00019450658360854533
万人,0.00019450658360854533
？就,0.00019450658360854533
？2,0.00019450658360854533
护目镜,0.00019450658360854533
来自,0.00019430131893104503
啊哈哈哈哈,0.00019430131893104503
哈哈哈你,0.00019430131893104503
？她,0.00019430131893104503
瘟疫,0.00019296609637860622
行动,0.00019148535778711686
呀好,0.00019148535778711686
！河北,0.00019148535778711686
泪点,0.00019115302182219109
失火,0.00019115302182219109
你道,0.00019115302182219109
不直,0.00019115302182219109
狠人给,0.00019115302182219109
哈哈哈说,0.00019115302182219109
或可爱好,0.00019115302182219109
显灵名,0.00019115302182219109
2008,0.00019115302182219109
加油奥力,0.00019115302182219109
哈哈哈祖传,0.00019115302182219109
胆敢,0.00019115302182219109
？印度,0.00019115302182219109
江水,0.00019115302182219109
存在,0.00019115302182219109
。。,0.00019115302182219109
做梦,0.00018866939664318865
去年,0.00018866939664318865
尼玛,0.00018866939664318865
为啥,0.00018866939664318865
口罩哈哈哈,0.00018866939664318865
一场,0.0001879539899791619
啊加油,0.0001879539899791619
抢劫犯,0.00018779946003583684
整懵了菩萨,0.00018779946003583684
可爱哈哈哈哈哈哈,0.00018779946003583684
老奶奶披,0.00018779946003583684
沈阳,0.00018779946003583684
小白船,0.00018779946003583684
值狂,0.00018779946003583684
股票,0.00018779946003583684
假新闻,0.00018779946003583684
祖传,0.00018779946003583684
哈哈哈戴,0.00018779946003583684
！印度,0.00018779946003583684
菲克,0.00018779946003583684
餐馆,0.00018779946003583684
自觉,0.00018779946003583684
反清复明,0.00018779946003583684
人好,0.00018585343549926047
全部,0.00018444589824948262
考试,0.00018444589824948262
那味,0.00018444589824948262
。我要,0.00018444589824948262
泄洪,0.00018444589824948262
罗斯福,0.00018444589824948262
两家,0.00018444589824948262
大厂,0.00018444589824948262
跟着,0.00018444589824948262
姑娘,0.00018444589824948262
越狱,0.00018444589824948262
？日本,0.00018444589824948262
禁止,0.00018303747435533227
太难,0.00018303747435533227
？有,0.00018303747435533227
自由自由,0.0001810923364631284
王子,0.0001810923364631284
回话哈哈哈,0.0001810923364631284
观看,0.0001810923364631284
出现,0.0001810923364631284
一张,0.0001810923364631284
清仓,0.0001810923364631284
滑稽,0.0001802215132114041
下去,0.0001802215132114041
流氓,0.0001802215132114041
等等,0.00017773877467677416
围观,0.00017773877467677416
语气,0.00017773877467677416
吗感觉,0.00017773877467677416
那种,0.00017773877467677416
玩意儿哈哈哈可爱看,0.00017773877467677416
整点,0.00017773877467677416
游乐园,0.00017773877467677416
哈哈哈我,0.00017773877467677416
？30,0.00017773877467677416
政府,0.0001774055520674759
王梦,0.0001774055520674759
干嘛,0.0001774055520674759
导致,0.0001745895909235477
活着,0.0001745895909235477
毕业,0.0001745895909235477
消毒水,0.00017438521289041994
你们学医,0.00017438521289041994
纽斯菲克,0.00017438521289041994
了太,0.00017438521289041994
能活,0.00017438521289041994
可爱可爱哈哈哈哈,0.00017438521289041994
哈哈哈怎么,0.00017438521289041994
一遍靠,0.00017438521289041994
了可爱,0.00017438521289041994
啊无奈,0.00017438521289041994
给燕,0.00017438521289041994
双鹰哈哈哈哈哈哈哈哈哈哈哈,0.00017438521289041994
抗洪欢迎,0.00017438521289041994
坚决有理有据,0.00017438521289041994
印度人,0.00017438521289041994
成就,0.00017438521289041994
女人,0.00017291767078082894
想要,0.00017291767078082894
不让,0.00017177362977961952
。学医,0.00017103165110406572
免疫力,0.00017103165110406572
？鲁迅,0.00017103165110406572
淳朴自由,0.00017103165110406572
存钱,0.00017103165110406572
可爱天线宝宝,0.00017103165110406572
哈哈哈打电话,0.00017103165110406572
哈哈哈牛,0.00017103165110406572
石村,0.00017103165110406572
空间死亡,0.00017103165110406572
道歉请,0.00017103165110406572
源自,0.00017103165110406572
找到,0.00017103165110406572
大自然,0.00017103165110406572
极强,0.00017103165110406572
鬼子,0.00017103165110406572
咖喱,0.00017103165110406572
N95,0.00017103165110406572
好吃,0.00016895766863569134
注射,0.00016767808931771147
速度,0.00016767808931771147
人《,0.00016767808931771147
logo,0.00016767808931771147
吗这,0.00016767808931771147
结婚,0.00016767808931771147
周年,0.00016767808931771147
。中文,0.00016767808931771147
炖鸡佛祖,0.00016767808931771147
抗洪求,0.00016767808931771147
BGM我要,0.00016767808931771147
哈哈哈害怕是,0.00016767808931771147
抗洪不是,0.00016767808931771147
吗这么,0.00016767808931771147
2333害怕论,0.00016767808931771147
重要性草,0.00016767808931771147
哈哈哈哈害怕？迪士尼,0.00016767808931771147
法务部,0.00016767808931771147
准备就绪弹幕,0.00016767808931771147
了眼神,0.00016767808931771147
精确,0.00016767808931771147
加油消除,0.00016767808931771147
落后,0.00016767808931771147
加油河北,0.00016767808931771147
日本政府,0.00016767808931771147
？。,0.00016614170749176314
？学医,0.00016432452753135726
了学医,0.00016432452753135726
了中文,0.00016432452753135726
宝宝哈哈哈哈,0.00016432452753135726
哈哈哈哈哈哈哈花园,0.00016432452753135726
谢谢很,0.00016432452753135726
鼻子,0.00016432452753135726
小姐姐,0.00016432452753135726
冬天,0.00016432452753135726
国人,0.00016332574634783496
甩锅,0.00016332574634783496
说明,0.00016253862741125456
标志,0.00016097096574500304
啊谢谢,0.00016097096574500304
小心,0.00016097096574500304
每年,0.00016097096574500304
头孢,0.00016097096574500304
喂食,0.00016097096574500304
赵司,0.00016097096574500304
多例,0.00016097096574500304
肺纤维化,0.00016097096574500304
病例,0.00016097096574500304
多种,0.00016097096574500304
安息,0.00016097096574500304
用错,0.00016097096574500304
哈哈哈来,0.00016097096574500304
了大,0.00016050978520390678
出去,0.00016050978520390678
？不是,0.00016050978520390678
穿越,0.00015769382405997858
复工,0.00015769382405997858
了大连,0.0001576174039586488
容纳,0.0001576174039586488
。哈哈哈,0.0001576174039586488
堀大阪,0.0001576174039586488
2021,0.0001576174039586488
吓人,0.00015487786291605037
拯救,0.00015426384217229454
变异,0.00015426384217229454
亲人,0.00015426384217229454
那里,0.00015426384217229454
漂亮干得,0.00015426384217229454
蔑视赵司,0.00015426384217229454
？国内,0.00015426384217229454
决赛,0.00015426384217229454
？阴间,0.00015426384217229454
州牧,0.00015426384217229454
好多,0.00015338152164160642
逝者,0.00015206190177212222
极了,0.00015091028038594033
漂亮美丽,0.00015091028038594033
？戴,0.00015091028038594033
自私,0.00015091028038594033
制作,0.00015091028038594033
大阪,0.00015091028038594033
有哈利,0.00015091028038594033
开除,0.00015036319198332953
医疗,0.000149245940628194
最后,0.00014785713878360735
恭喜恭喜,0.0001475567185995861
？大连,0.0001475567185995861
学习,0.0001475567185995861
气质,0.0001475567185995861
科研,0.0001475567185995861
！高考,0.0001475567185995861
大猩猩,0.0001475567185995861
基因组,0.0001475567185995861
发出,0.0001475567185995861
正面,0.0001475567185995861
！帅,0.0001475567185995861
押金,0.0001475567185995861
反噬,0.0001475567185995861
洪秀全,0.0001475567185995861
保险公司,0.0001475567185995861
你算个,0.00014420315681323186
根葱,0.00014420315681323186
P哈哈哈,0.00014420315681323186
下水道,0.00014420315681323186
动物,0.00014420315681323186
大坝,0.00014420315681323186
！王之,0.00014420315681323186
诛心,0.00014420315681323186
外面,0.00014420315681323186
东京,0.00014420315681323186
陈近南,0.00014420315681323186
情况,0.00014361401834033766
人要,0.00014084959502687764
进到,0.00014084959502687764
圣诞节,0.00014084959502687764
！中文,0.00014084959502687764
了R,0.00014084959502687764
P你,0.00014084959502687764
啊你,0.00014084959502687764
狗叫,0.00014084959502687764
称为,0.00014084959502687764
尖锐,0.00014084959502687764
赔偿,0.00014084959502687764
内容,0.00014084959502687764
武汉武汉,0.00014084959502687764
政策,0.00014084959502687764
啊美丽,0.00014084959502687764
万岁自由,0.00014084959502687764
天诛地灭,0.00014084959502687764
好评,0.00014084959502687764
很大,0.00014084959502687764
成都,0.00014084959502687764
传教,0.00014084959502687764
路亚新天地,0.00014084959502687764
路亚洪秀全,0.00014084959502687764
救救,0.00014084959502687764
骗人,0.00014084959502687764
舍不得,0.00014084959502687764
而且,0.00014079805719640945
发达国家,0.00013798209605248124
记住,0.00013798209605248124
获得,0.00013749603324052342
粤语,0.00013749603324052342
愿意,0.00013749603324052342
正式,0.00013749603324052342
一颗,0.00013749603324052342
灾难,0.00013749603324052342
源头,0.00013749603324052342
丢脸,0.00013749603324052342
安徽,0.00013749603324052342
袋鼠,0.00013749603324052342
英语版,0.00013749603324052342
守规矩,0.00013749603324052342
国际,0.0001351661349085531
人为,0.0001351661349085531
组织,0.0001351661349085531
存粮,0.00013414247145416918
喝酒,0.00013414247145416918
！川普,0.00013414247145416918
决堤,0.00013414247145416918
方向,0.00013414247145416918
定向,0.00013414247145416918
低频,0.00013414247145416918
！帅气,0.00013414247145416918
打扫卫生,0.00013414247145416918
两万人,0.00013414247145416918
治疗,0.00013414247145416918
？早,0.00013414247145416918
？还是,0.00013414247145416918
??,0.00013414247145416918
早干,0.00013414247145416918
？2w,0.00013414247145416918
？死亡,0.00013414247145416918
开口,0.00013414247145416918
？6,0.00013414247145416918
应对,0.00013414247145416918
路亚哈哈哈,0.00013414247145416918
出门,0.00013235017376462489
kf94,0.00013078890966781493
感情,0.00013078890966781493
浙江,0.00013078890966781493
？他们,0.00013078890966781493
了。,0.00013078890966781493
大片,0.00013078890966781493
BGM,0.00013078890966781493
心理,0.00012953421262069668
之后,0.00012953421262069668
石家庄,0.00012819948077507403
NBC,0.00012743534788146071
的那,0.00012743534788146071
不如,0.00012743534788146071
qwq没有,0.00012743534788146071
公布,0.00012743534788146071
中央,0.00012743534788146071
多头,0.00012743534788146071
恋爱,0.00012743534788146071
醉成,0.00012743534788146071
对不起,0.00012743534788146071
！R,0.00012743534788146071
平民,0.00012743534788146071
了王之,0.00012743534788146071
名声,0.00012743534788146071
白话,0.00012743534788146071
了崇祯,0.00012743534788146071
同胞,0.0001267182514767685
治愈,0.0001240817860951065
人救,0.0001240817860951065
两大,0.0001240817860951065
数量无情,0.0001240817860951065
嘲笑,0.0001240817860951065
呢饿怕,0.0001240817860951065
了这么,0.0001240817860951065
库存,0.0001240817860951065
直播,0.0001240817860951065
！大连,0.0001240817860951065
白学,0.0001240817860951065
气势坚哥,0.0001240817860951065
期待,0.0001240817860951065
起码,0.0001240817860951065
…你,0.00012390229033284032
有些,0.00012108632918891212
三年,0.00012072822430875226
的嘿嘿嘿,0.00012072822430875226
处理,0.00012072822430875226
？我们,0.00012072822430875226
可能性,0.00012072822430875226
方案,0.00012072822430875226
。弹幕,0.00012072822430875226
自然选择,0.00012072822430875226
！就,0.00012072822430875226
赵总,0.00012072822430875226
风景,0.00012072822430875226
芜湖,0.00012072822430875226
澳大利亚人,0.00012072822430875226
加大力度,0.00012072822430875226
2W,0.00012072822430875226
好久,0.00012072822430875226
兔子,0.00012072822430875226
新闻联播,0.00011827036804498393
天地不容这,0.00011737466252239803
！全国,0.00011737466252239803
三年最少,0.00011737466252239803
残忍,0.00011737466252239803
实诚,0.00011737466252239803
老太太,0.00011737466252239803
孤独,0.00011737466252239803
加油大连,0.00011737466252239803
喷发,0.00011737466252239803
美的,0.00011737466252239803
反转,0.00011737466252239803
奥里,0.00011737466252239803
人士,0.00011737466252239803
echarts,0.00011737466252239803
做右上角,0.00011737466252239803
聪明人飞飞,0.00011737466252239803
飞飞25,0.00011737466252239803
？不多,0.00011737466252239803
啊星星之火,0.00011737466252239803
燎原芜湖,0.00011737466252239803
~活挺,0.00011737466252239803
好有点,0.00011737466252239803
恐怖密集,0.00011737466252239803
恐惧美国,0.00011737466252239803
确证,0.00011737466252239803
比例,0.00011737466252239803
接近,0.00011737466252239803
远比,0.00011737466252239803
千分之,0.00011737466252239803
二点五,0.00011737466252239803
红色,0.00011737466252239803
不足以,0.00011737466252239803
表示这个,0.00011737466252239803
生化危机,0.00011737466252239803
过马赛克这,0.00011737466252239803
灭国,0.00011737466252239803
吗星星之火,0.00011737466252239803
燎原太,0.00011737466252239803
真心实意,0.00011737466252239803
熟悉,0.00011545440690105576
呼吸,0.00011402110073604381
全民,0.00011402110073604381
了农民,0.00011402110073604381
收粮,0.00011402110073604381
至少,0.00011402110073604381
的哈哈哈哈炒,0.00011402110073604381
广大,0.00011402110073604381
官方,0.00011402110073604381
多点,0.00011402110073604381
了漂亮,0.00011402110073604381
非典,0.00011402110073604381
祖先,0.00011402110073604381
。为了,0.00011402110073604381
绝尘美利坚,0.00011402110073604381
冲冲,0.00011402110073604381
冲这,0.00011402110073604381
喜庆,0.00011402110073604381
赤化,0.00011402110073604381
安息点赞,0.00011402110073604381
哈尔滨,0.00011402110073604381
啊都,0.00011277239398749712
放假,0.00011277239398749712
涨价,0.00011263844575712755
还行,0.00011263844575712755
豪横,0.00011066753894968958
呢我家,0.00011066753894968958
是我家,0.00011066753894968958
几吨,0.00011066753894968958
了哪怕,0.00011066753894968958
全年,0.00011066753894968958
颗粒无收,0.00011066753894968958
保证,0.00011066753894968958
好几年,0.00011066753894968958
的我家,0.00011066753894968958
了不戴,0.00011066753894968958
清楚,0.00011066753894968958
解决问题,0.00011066753894968958
！消除,0.00011066753894968958
无法控制,0.00011066753894968958
懂个,0.00011066753894968958
追求,0.00011066753894968958
风景线很,0.00011066753894968958
000,0.00011066753894968958
人里,0.00011066753894968958
几个长势喜人起飞疫骑,0.00011066753894968958
而是,0.00011066753894968958
了2,0.00011066753894968958
啊哈利,0.00011066753894968958
生活,0.00010982248461319936
免费,0.00010982248461319936
！相信,0.00010982248461319936
局座,0.00010731397716333535
舰长,0.00010731397716333535
你过年,0.00010731397716333535
慌你,0.00010731397716333535
了湖北,0.00010731397716333535
价值,0.00010731397716333535
湖北省,0.00010731397716333535
惊人,0.00010731397716333535
找人,0.00010731397716333535
考上,0.00010731397716333535
痛快,0.00010731397716333535
人们,0.00010731397716333535
加油感动,0.00010731397716333535
进去,0.00010731397716333535
？那,0.00010731397716333535
适合,0.00010731397716333535
当官,0.00010731397716333535
重视,0.00010731397716333535
口罩鳄鱼,0.00010731397716333535
以身作则,0.00010731397716333535
做好,0.00010731397716333535
侧漏,0.00010731397716333535
​美国,0.00010731397716333535
公司冲这里,0.00010731397716333535
核弹,0.00010700652346927118
人员,0.00010700652346927118
强大,0.00010419056232534299
别信,0.00010396041537698112
的福岛,0.00010396041537698112
核泄漏,0.00010396041537698112
吃药,0.00010396041537698112
么问,0.00010396041537698112
这儿,0.00010396041537698112
了反正,0.00010396041537698112
够吃哎,0.00010396041537698112
豪横中华,0.00010396041537698112
传统,0.00010396041537698112
艺能,0.00010396041537698112
种地你,0.00010396041537698112
上去,0.00010396041537698112
试试,0.00010396041537698112
不好农村,0.00010396041537698112
一年出于,0.00010396041537698112
公开,0.00010396041537698112
储备只要,0.00010396041537698112
陌生人,0.00010396041537698112
网吧,0.00010396041537698112
！去,0.00010396041537698112
可乐,0.00010396041537698112
主任,0.00010396041537698112
免职,0.00010396041537698112
人一个,0.00010396041537698112
必有,0.00010396041537698112
！生日快乐生日快乐生日快乐生日快乐生日快乐,0.00010396041537698112
漂亮不,0.00010396041537698112
流放,0.00010396041537698112
小马,0.00010396041537698112
了美丽,0.00010396041537698112
？现在,0.00010396041537698112
检查,0.0001013746011814148
接触,0.0001013746011814148
资源,0.0001013746011814148
换人,0.0001013746011814148
~我家,0.00010060685359062688
自存,0.00010060685359062688
斤战忽局,0.00010060685359062688
博野,0.00010060685359062688
奶茶,0.00010060685359062688
对线,0.00010060685359062688
赵哥,0.00010060685359062688
建议,0.00010060685359062688
防疫,0.00010060685359062688
无耻,0.00010060685359062688
聪明人,0.00010060685359062688
？瘟疫,0.00010060685359062688
的这,0.00010024212798888634
竟然,9.85586400374866e-05
告诉,9.574267889355843e-05
院士,9.574267889355843e-05
的你,9.523002158944203e-05
好这,9.292671774963024e-05
巴铁,9.292671774963024e-05
曝光,9.292671774963024e-05
记得,8.447883431784567e-05
