日期,内容
2020-05-14,居然第一
2020-05-14,隔离期间保重身体啊
2020-05-14,freedom
2020-05-14,早啊
2020-05-14,自由~
2020-05-15,自由复工
2020-05-15,福奇太难了
2020-05-15,这不自由
2020-05-15,特朗普连专家都不听
2020-05-15,保护
2020-05-15,反正已经控制不住了，无所谓了
2020-05-15,危
2020-05-15,你太难了
2020-05-15,借你吉言
2020-05-15,可怜的福奇
2020-05-15,老倒霉蛋了
2020-05-15,自由
2020-05-15,解雇危
2020-05-15,美国也就只剩福奇明智了了
2020-05-15,fakenews
2020-05-15,福奇：众人皆醉我独醒
2020-05-15,你别说那么多了，我们等着看结果呢，说不定完全没事，群体免疫呢？
2020-05-15,保护
2020-05-15,youarefired
2020-05-15,freefire
2020-05-15,youarefired
2020-05-15,你们本来就没控制何来无法控制呢
2020-05-15,老爷子被炒了
2020-05-15,什么，还没爆发？
2020-05-15,观察福奇网
2020-05-15,无济于事
2020-05-15,解雇解雇解雇解雇解雇解雇解雇解雇
2020-05-15,保护
2020-05-15,保护
2020-05-15,要不你申请中国国籍吧！大佬，来中国吧！！！
2020-05-15,在特朗普面前当个科学家，真是太南了，官僚是不要脸的，但科学家还是要讲良心的。
2020-05-15,你已经被特朗普抛弃了。
2020-05-15,你太难了
2020-05-15,保护
2020-05-15,你懂个6那建国同志是为了胸前的红领巾
2020-05-15,支持我方建国同志
2020-05-15,也许这就是人生吧
2020-05-15,不信
2020-05-15,保护
2020-05-15,全部木大
2020-05-15,别说了，说也没用啊
2020-05-15,方方出来写日记了，别以为躺下装几天死人民就都忘了
2020-05-15,质疑并排挤福奇，说明美国已经烂透了
2020-05-15,复工了，恐怕美国明年都无法控制得了新冠
2020-05-15,老爷子辛苦了
2020-05-15,福奇能干嘛
2020-05-15,你完了，你被开除了
2020-05-15,这不自由
2020-05-15,战术自我隔离
2020-05-15,解雇
2020-05-15,shutup
2020-05-15,保护
2020-05-15,fightforfreedom
2020-05-15,加油川宝
2020-05-15,复工！MAGA！！！
2020-05-15,国士
2020-05-15,借你吉言
2020-05-15,老倒霉蛋了
2020-05-15,保重
2020-05-15,你被炒了
2020-05-15,我感觉这句话要被断章取义了
2020-05-15,Trump：给你个机会重说一遍
2020-05-15,明眼人
2020-05-15,美国政府的目标和富奇他们的目标不一样，后者想尽快结束疫情，前者只是想拖延时间到疫苗出现
2020-05-15,画质不行啊
2020-05-15,危
2020-05-15,嗓子哑了，可怜
2020-05-15,危
2020-05-15,支持复工
2020-05-15,保护
2020-05-15,保护
2020-05-15,保护
2020-05-15,恢复到欧洲黑死病时期的正常生活
2020-05-15,你完了
2020-05-15,美国人很多人失去理智，对盖茨这样的人都抨击
2020-05-15,保护
2020-05-15,wei
2020-05-15,youareasnake
2020-05-15,这都不算大爆发？
2020-05-15,我认为已经控制不住了，您老还是省省心吧
2020-05-15,危
2020-05-15,保护
2020-05-15,危福奇危
2020-05-15,youarefire
2020-05-15,没有人比我更懂风险
2020-05-15,福奇，危！
2020-05-15,fire
2020-05-15,送回英国的原点嘛
2020-05-15,美帝国需要自由
2020-05-15,你完了。
2020-05-15,危
2020-05-15,美国王允
2020-05-15,这是个聪明人不能留
2020-05-15,福奇：我太难了
2020-05-15,支持川普复工！
2020-05-15,为什么已免疫！无症状！患者那么多！你说重回高峰？如果起源地就是美国没有什么爆发不爆发的问题了！
2020-05-15,川宝:反正我有末日计划
2020-05-15,接你吉言
2020-05-15,太难了
2020-05-15,福奇的声音还没好...
2020-05-15,freedom~
2020-05-15,第三炸弹：败者吔尘！
2020-05-15,美国就这样，左右横跳，到头来一看，还在原地。
2020-05-15,fire夫妻
2020-05-15,没有人比我更懂复工
2020-05-15,危
2020-05-15,危
2020-05-15,解雇福奇
2020-05-15,亲小人远贤臣
2020-05-15,科学政治化真是可怕
2020-05-15,他是真没办法
2020-05-15,危
2020-05-15,保护个屁这个人绝对有很大责任
2020-05-15,这何尝又不是一场类似于丧尸爆发得一种病毒呢？
2020-05-15,这个人危险，必须死
2020-05-15,保护
2020-05-15,？
2020-05-15,这不自由
2020-05-15,兄弟们把保护打在公屏上
2020-05-15,FakeNews
2020-05-15,川宝宝生气了
2020-05-15,嗓子嘶哑
2020-05-15,你完了
2020-05-15,在福博士眼里，老特就是个笑话
2020-05-15,老人家长命百岁
2020-05-15,操碎了心
2020-05-15,还敢说？不怕性命不保？
2020-05-15,福奇难顶
2020-05-15,第一条弹幕
2020-05-15,保护
2020-05-15,众人皆醉我独醒
2020-05-15,啊这
2020-05-15,复兴之路
2020-05-15,你懂个毛线，我最懂经济
2020-05-15,明白人儿
2020-05-15,支持复工！
2020-05-15,你懂个蛇，没人比我更懂复工
2020-05-15,特朗普：我不仅要登日，还要时光穿梭。一人打破科学瓶颈
2020-05-15,现在控制住了吗？
2020-05-15,“前”感染病专家
2020-05-15,时光倒流
2020-05-15,7分钟
2020-05-15,可怜的福奇
2020-05-15,f…f…f…fakenews
2020-05-15,支持川建国复工计划
2020-05-15,当你看到这条弹幕时，你已经不是第一了
2020-05-15,fakenews
2020-05-15,心疼
2020-05-15,1
2020-05-15,特朗普心想隔离了你小子还跟我唱反调
2020-05-15,。。
2020-05-15,自由
2020-05-15,已经无法控制了
2020-05-15,一播放量，138赞，B站特
2020-05-15,危
2020-05-15,居然第一
2020-05-15,隔离期间保重身体啊
2020-05-15,freedom
2020-05-15,早啊
2020-05-15,自由~
2020-05-16,他太难了
2020-05-16,自由复工
2020-05-16,福奇太难了
2020-05-16,这不自由
2020-05-16,特朗普连专家都不听
2020-05-16,保护
2020-05-16,反正已经控制不住了，无所谓了
2020-05-16,危
2020-05-16,你太难了
2020-05-16,借你吉言
2020-05-16,可怜的福奇
2020-05-16,老倒霉蛋了
2020-05-16,自由
2020-05-16,解雇危
2020-05-16,美国也就只剩福奇明智了了
2020-05-16,fakenews
2020-05-16,福奇：众人皆醉我独醒
2020-05-16,你别说那么多了，我们等着看结果呢，说不定完全没事，群体免疫呢？
2020-05-16,保护
2020-05-16,youarefired
2020-05-16,freefire
2020-05-16,youarefired
2020-05-16,你们本来就没控制何来无法控制呢
2020-05-16,老爷子被炒了
2020-05-16,什么，还没爆发？
2020-05-16,观察福奇网
2020-05-16,无济于事
2020-05-16,解雇解雇解雇解雇解雇解雇解雇解雇
2020-05-16,保护
2020-05-16,保护
2020-05-16,要不你申请中国国籍吧！大佬，来中国吧！！！
2020-05-16,在特朗普面前当个科学家，真是太南了，官僚是不要脸的，但科学家还是要讲良心的。
2020-05-16,你已经被特朗普抛弃了。
2020-05-16,你太难了
2020-05-16,保护
2020-05-16,你懂个6那建国同志是为了胸前的红领巾
2020-05-16,支持我方建国同志
2020-05-16,也许这就是人生吧
2020-05-16,不信
2020-05-16,保护
2020-05-16,全部木大
2020-05-16,别说了，说也没用啊
2020-05-16,方方出来写日记了，别以为躺下装几天死人民就都忘了
2020-05-16,质疑并排挤福奇，说明美国已经烂透了
2020-05-16,复工了，恐怕美国明年都无法控制得了新冠
2020-05-16,老爷子辛苦了
2020-05-16,福奇能干嘛
2020-05-16,你完了，你被开除了
2020-05-16,这不自由
2020-05-16,战术自我隔离
2020-05-16,解雇
2020-05-16,shutup
2020-05-16,保护
2020-05-16,fightforfreedom
2020-05-16,加油川宝
2020-05-16,复工！MAGA！！！
2020-05-16,国士
2020-05-16,借你吉言
2020-05-16,老倒霉蛋了
2020-05-16,保重
2020-05-16,你被炒了
2020-05-16,我感觉这句话要被断章取义了
2020-05-16,Trump：给你个机会重说一遍
2020-05-16,明眼人
2020-05-16,美国政府的目标和富奇他们的目标不一样，后者想尽快结束疫情，前者只是想拖延时间到疫苗出现
2020-05-16,画质不行啊
2020-05-16,危
2020-05-16,嗓子哑了，可怜
2020-05-16,危
2020-05-16,支持复工
2020-05-16,保护
2020-05-16,保护
2020-05-16,保护
2020-05-16,恢复到欧洲黑死病时期的正常生活
2020-05-16,你完了
2020-05-16,美国人很多人失去理智，对盖茨这样的人都抨击
2020-05-16,保护
2020-05-16,wei
2020-05-16,youareasnake
2020-05-16,这都不算大爆发？
2020-05-16,我认为已经控制不住了，您老还是省省心吧
2020-05-16,危
2020-05-16,保护
2020-05-16,危福奇危
2020-05-16,youarefire
2020-05-16,没有人比我更懂风险
2020-05-16,福奇，危！
2020-05-16,fire
2020-05-16,送回英国的原点嘛
2020-05-16,美帝国需要自由
2020-05-16,你完了。
2020-05-16,危
2020-05-16,美国王允
2020-05-16,这是个聪明人不能留
2020-05-16,福奇：我太难了
2020-05-16,支持川普复工！
2020-05-16,为什么已免疫！无症状！患者那么多！你说重回高峰？如果起源地就是美国没有什么爆发不爆发的问题了！
2020-05-16,川宝:反正我有末日计划
2020-05-16,接你吉言
2020-05-16,太难了
2020-05-16,福奇的声音还没好...
2020-05-16,freedom~
2020-05-16,第三炸弹：败者吔尘！
2020-05-16,美国就这样，左右横跳，到头来一看，还在原地。
2020-05-16,fire夫妻
2020-05-16,没有人比我更懂复工
2020-05-16,危
2020-05-16,危
2020-05-16,解雇福奇
2020-05-16,亲小人远贤臣
2020-05-16,科学政治化真是可怕
2020-05-16,他是真没办法
2020-05-16,危
2020-05-16,保护个屁这个人绝对有很大责任
2020-05-16,这何尝又不是一场类似于丧尸爆发得一种病毒呢？
2020-05-16,这个人危险，必须死
2020-05-16,保护
2020-05-16,？
2020-05-16,这不自由
2020-05-16,兄弟们把保护打在公屏上
2020-05-16,FakeNews
2020-05-16,川宝宝生气了
2020-05-16,嗓子嘶哑
2020-05-16,你完了
2020-05-16,在福博士眼里，老特就是个笑话
2020-05-16,老人家长命百岁
2020-05-16,操碎了心
2020-05-16,还敢说？不怕性命不保？
2020-05-16,福奇难顶
2020-05-16,第一条弹幕
2020-05-16,保护
2020-05-16,众人皆醉我独醒
2020-05-16,啊这
2020-05-16,复兴之路
2020-05-16,你懂个毛线，我最懂经济
2020-05-16,明白人儿
2020-05-16,支持复工！
2020-05-16,你懂个蛇，没人比我更懂复工
2020-05-16,特朗普：我不仅要登日，还要时光穿梭。一人打破科学瓶颈
2020-05-16,现在控制住了吗？
2020-05-16,“前”感染病专家
2020-05-16,时光倒流
2020-05-16,7分钟
2020-05-16,可怜的福奇
2020-05-16,f…f…f…fakenews
2020-05-16,支持川建国复工计划
2020-05-16,当你看到这条弹幕时，你已经不是第一了
2020-05-16,fakenews
2020-05-16,心疼
2020-05-16,1
2020-05-16,特朗普心想隔离了你小子还跟我唱反调
2020-05-16,。。
2020-05-16,自由
2020-05-16,已经无法控制了
2020-05-16,一播放量，138赞，B站特
2020-05-16,危
2020-05-16,居然第一
2020-05-16,隔离期间保重身体啊
2020-05-16,freedom
2020-05-16,早啊
2020-05-16,自由~
2020-05-17,可怜
2020-05-17,他太难了
2020-05-17,自由复工
2020-05-17,福奇太难了
2020-05-17,这不自由
2020-05-17,特朗普连专家都不听
2020-05-17,保护
2020-05-17,反正已经控制不住了，无所谓了
2020-05-17,危
2020-05-17,你太难了
2020-05-17,借你吉言
2020-05-17,可怜的福奇
2020-05-17,老倒霉蛋了
2020-05-17,自由
2020-05-17,解雇危
2020-05-17,美国也就只剩福奇明智了了
2020-05-17,fakenews
2020-05-17,福奇：众人皆醉我独醒
2020-05-17,你别说那么多了，我们等着看结果呢，说不定完全没事，群体免疫呢？
2020-05-17,保护
2020-05-17,youarefired
2020-05-17,freefire
2020-05-17,youarefired
2020-05-17,你们本来就没控制何来无法控制呢
2020-05-17,老爷子被炒了
2020-05-17,什么，还没爆发？
2020-05-17,观察福奇网
2020-05-17,无济于事
2020-05-17,解雇解雇解雇解雇解雇解雇解雇解雇
2020-05-17,保护
2020-05-17,保护
2020-05-17,要不你申请中国国籍吧！大佬，来中国吧！！！
2020-05-17,在特朗普面前当个科学家，真是太南了，官僚是不要脸的，但科学家还是要讲良心的。
2020-05-17,你已经被特朗普抛弃了。
2020-05-17,你太难了
2020-05-17,保护
2020-05-17,你懂个6那建国同志是为了胸前的红领巾
2020-05-17,支持我方建国同志
2020-05-17,也许这就是人生吧
2020-05-17,不信
2020-05-17,保护
2020-05-17,全部木大
2020-05-17,别说了，说也没用啊
2020-05-17,方方出来写日记了，别以为躺下装几天死人民就都忘了
2020-05-17,质疑并排挤福奇，说明美国已经烂透了
2020-05-17,复工了，恐怕美国明年都无法控制得了新冠
2020-05-17,老爷子辛苦了
2020-05-17,福奇能干嘛
2020-05-17,你完了，你被开除了
2020-05-17,这不自由
2020-05-17,战术自我隔离
2020-05-17,解雇
2020-05-17,shutup
2020-05-17,保护
2020-05-17,fightforfreedom
2020-05-17,加油川宝
2020-05-17,复工！MAGA！！！
2020-05-17,国士
2020-05-17,借你吉言
2020-05-17,老倒霉蛋了
2020-05-17,保重
2020-05-17,你被炒了
2020-05-17,我感觉这句话要被断章取义了
2020-05-17,Trump：给你个机会重说一遍
2020-05-17,明眼人
2020-05-17,美国政府的目标和富奇他们的目标不一样，后者想尽快结束疫情，前者只是想拖延时间到疫苗出现
2020-05-17,画质不行啊
2020-05-17,危
2020-05-17,嗓子哑了，可怜
2020-05-17,危
2020-05-17,支持复工
2020-05-17,保护
2020-05-17,保护
2020-05-17,保护
2020-05-17,恢复到欧洲黑死病时期的正常生活
2020-05-17,你完了
2020-05-17,美国人很多人失去理智，对盖茨这样的人都抨击
2020-05-17,保护
2020-05-17,wei
2020-05-17,youareasnake
2020-05-17,这都不算大爆发？
2020-05-17,我认为已经控制不住了，您老还是省省心吧
2020-05-17,危
2020-05-17,保护
2020-05-17,危福奇危
2020-05-17,youarefire
2020-05-17,没有人比我更懂风险
2020-05-17,福奇，危！
2020-05-17,fire
2020-05-17,送回英国的原点嘛
2020-05-17,美帝国需要自由
2020-05-17,你完了。
2020-05-17,危
2020-05-17,美国王允
2020-05-17,这是个聪明人不能留
2020-05-17,福奇：我太难了
2020-05-17,支持川普复工！
2020-05-17,为什么已免疫！无症状！患者那么多！你说重回高峰？如果起源地就是美国没有什么爆发不爆发的问题了！
2020-05-17,川宝:反正我有末日计划
2020-05-17,接你吉言
2020-05-17,太难了
2020-05-17,福奇的声音还没好...
2020-05-17,freedom~
2020-05-17,第三炸弹：败者吔尘！
2020-05-17,美国就这样，左右横跳，到头来一看，还在原地。
2020-05-17,fire夫妻
2020-05-17,没有人比我更懂复工
2020-05-17,危
2020-05-17,危
2020-05-17,解雇福奇
2020-05-17,亲小人远贤臣
2020-05-17,科学政治化真是可怕
2020-05-17,他是真没办法
2020-05-17,危
2020-05-17,保护个屁这个人绝对有很大责任
2020-05-17,这何尝又不是一场类似于丧尸爆发得一种病毒呢？
2020-05-17,这个人危险，必须死
2020-05-17,保护
2020-05-17,？
2020-05-17,这不自由
2020-05-17,兄弟们把保护打在公屏上
2020-05-17,FakeNews
2020-05-17,川宝宝生气了
2020-05-17,嗓子嘶哑
2020-05-17,你完了
2020-05-17,在福博士眼里，老特就是个笑话
2020-05-17,老人家长命百岁
2020-05-17,操碎了心
2020-05-17,还敢说？不怕性命不保？
2020-05-17,福奇难顶
2020-05-17,第一条弹幕
2020-05-17,保护
2020-05-17,众人皆醉我独醒
2020-05-17,啊这
2020-05-17,复兴之路
2020-05-17,你懂个毛线，我最懂经济
2020-05-17,明白人儿
2020-05-17,支持复工！
2020-05-17,你懂个蛇，没人比我更懂复工
2020-05-17,特朗普：我不仅要登日，还要时光穿梭。一人打破科学瓶颈
2020-05-17,现在控制住了吗？
2020-05-17,“前”感染病专家
2020-05-17,时光倒流
2020-05-17,7分钟
2020-05-17,可怜的福奇
2020-05-17,f…f…f…fakenews
2020-05-17,支持川建国复工计划
2020-05-17,当你看到这条弹幕时，你已经不是第一了
2020-05-17,fakenews
2020-05-17,心疼
2020-05-17,1
2020-05-17,特朗普心想隔离了你小子还跟我唱反调
2020-05-17,。。
2020-05-17,自由
2020-05-17,已经无法控制了
2020-05-17,一播放量，138赞，B站特
2020-05-17,危
2020-05-17,居然第一
2020-05-17,隔离期间保重身体啊
2020-05-17,freedom
2020-05-17,早啊
2020-05-17,自由~
2020-05-19,开车要小心哦
2020-05-19,可怜
2020-05-19,他太难了
2020-05-19,自由复工
2020-05-19,福奇太难了
2020-05-19,这不自由
2020-05-19,特朗普连专家都不听
2020-05-19,保护
2020-05-19,反正已经控制不住了，无所谓了
2020-05-19,危
2020-05-19,你太难了
2020-05-19,借你吉言
2020-05-19,可怜的福奇
2020-05-19,老倒霉蛋了
2020-05-19,自由
2020-05-19,解雇危
2020-05-19,美国也就只剩福奇明智了了
2020-05-19,fakenews
2020-05-19,福奇：众人皆醉我独醒
2020-05-19,你别说那么多了，我们等着看结果呢，说不定完全没事，群体免疫呢？
2020-05-19,保护
2020-05-19,youarefired
2020-05-19,freefire
2020-05-19,youarefired
2020-05-19,你们本来就没控制何来无法控制呢
2020-05-19,老爷子被炒了
2020-05-19,什么，还没爆发？
2020-05-19,观察福奇网
2020-05-19,无济于事
2020-05-19,解雇解雇解雇解雇解雇解雇解雇解雇
2020-05-19,保护
2020-05-19,保护
2020-05-19,要不你申请中国国籍吧！大佬，来中国吧！！！
2020-05-19,在特朗普面前当个科学家，真是太南了，官僚是不要脸的，但科学家还是要讲良心的。
2020-05-19,你已经被特朗普抛弃了。
2020-05-19,你太难了
2020-05-19,保护
2020-05-19,你懂个6那建国同志是为了胸前的红领巾
2020-05-19,支持我方建国同志
2020-05-19,也许这就是人生吧
2020-05-19,不信
2020-05-19,保护
2020-05-19,全部木大
2020-05-19,别说了，说也没用啊
2020-05-19,方方出来写日记了，别以为躺下装几天死人民就都忘了
2020-05-19,质疑并排挤福奇，说明美国已经烂透了
2020-05-19,复工了，恐怕美国明年都无法控制得了新冠
2020-05-19,老爷子辛苦了
2020-05-19,福奇能干嘛
2020-05-19,你完了，你被开除了
2020-05-19,这不自由
2020-05-19,战术自我隔离
2020-05-19,解雇
2020-05-19,shutup
2020-05-19,保护
2020-05-19,fightforfreedom
