,2020-01-25
0,努力只为离梦想更近一点：信阳市离湖北最近，希望信阳政府能重视起来，隐瞒疫情后果不堪，建议封城，一定要落实到个人
1,宽容燕子9569：感觉信阳政府什么都没做
2,挽梦忆笙歌201902：还是有理智的人，加大宣传，尤其是下面县城村庄，根本不当回事，不重视，病毒有潜伏期，一个人携带可能就一窝端了，希望大家能重视
3,共3条回复
4,2020一起滑雪吧：建议下乡或者广播宣传防疫
5,穷节的东坡：我们这走了，信阳市光山县一个村里面
6,2020一起滑雪吧：回复@穷节的东坡:俺村里下午的时候还没有宣传到，有些人就不够重视
7,共4条回复
8,务实而戒虚谋定而后动：赶快封了吧省得传染上
9,LM小尘埃：信阳紧邻湖北，两地间人员来往频繁，为了广大人民的生命安全，此时不封何时封？莫要一迷糊成终生恨阿
10,努力学习减肥的清清：信阳的医疗条件能跟武汉比吗，跑进去那么多武汉人然后封城不就相当于被放弃了？
11,LM小尘埃：嗯，其实主要是不让潜在易感染人群随意走动，毕竟潜伏期长，呆在家里最安全
12,共4条回复
13,历史的process：原阳呢？
14,浮萍三升：原阳可能是自己封自己，反正是村里封了
15,祖国好男儿：你说原阳的！
16,共3条回复
17,努力只为离梦想更近一点：希望信阳市政府严格排查落实到个人，信阳市离湖北最近，封城检查，隐瞒疫情后果不堪
18,传说中的砖妹儿：封城前的几小时跑的人会比不封城更多
19,努力只为离梦想更近一点：回复@传说中的砖妹儿:相互监督，人人都是监督者，为自己和家人的健康负责
20,喋大：一群憨憨说封城，这个时候封城已经不是说，不让武汉的人进来，因为该进来的都进来了，而是不让信阳的人出去，把信阳隔离，随之而来的是人更加恐慌，物价上涨，就是一种放弃。首要的管好自己吧。。。
21,浅濑小透明：封城才不恐慌啊，求求封城了吧，武汉流入的人那么多，不知道感染多少，再到处乱窜怎么办
22,小乐呵啊：就是封城我才恐慌的。结果是假消息，气死我了
23,共2条回复
24,科技港哥：不造谣，不传谣，不信谣！！！
25,凤姐儿A：为什么这么优秀的评论没有赞
26,致诚至赢919：信阳是我省最前沿，武汉居住有大量信阳人，建议信阳果断封城，对人民负责！
