,2020-03-05
0,生非异者善假于物：这名字听着就得延期007：无暇赴死，观众：不想赴死。
1,灵壹壹：太秀了 哈哈哈哈哈哈哈哈哈哈哈哈哈
2,不愧是你鸭：秀哈哈哈
3,共35条回复
4,佳佳浪：竟然在推迟档期的同时重新定档，日期测算的根据是经过科学考证的吗？
5,FRIDASOCRAZY：11月本来是007传统档期
6,光影旅客：需要什么科学考证，这是商业考量
7,共4条回复
8,我叫Pd：期待！ 从小看到大
9,时光瘦丶ffay：🌹[喜👏💓熱💖门🌹
10,M9du：请问这个好看吗？好看的话我去看一下
11,共5条回复
12,是肖悦啊：这是第一部受新冠影响推档的大片吧
13,相思癌晚期患者：花木兰在前
14,TJ158325：唐人街探案3
15,共44条回复
16,坂原星里：太好了 11月已经上大学了就有时间去看了
17,很多很多都想和你一起分享啊：还是一位对大学充满期待的孩子
18,有事否：你以为上了大学就很闲吗？
19,共20条回复
20,山东首佳教育科技集团：是的，我们付出了巨大的牺牲，为世界争取了1-2周的窗口期，而世界却用歧视和嘲笑回报了我们。不求他们抄作业以免让我们前功尽弃，只求他们善待我们的海外同胞，还他们戴口罩自保的权利。
21,老子就是小李：什么玩意说的
22,共33条回复
23,月下孤灯独坐：为什么花木兰不推迟
24,NIGHTLOCK7：日本和韩国都推了，大陆还没定档
25,时光瘦丶ffay：🌹[喜👏💓熱💖门🌹，
26,共4条回复
27,原谅我疯狂不羁-笑点低：花木兰能不能推迟一下
28,大冶不治水：那就等11月再见啦
29,共2条回复
30,FENG_YS：花木兰也该改档了吧
31,FRIDASOCRAZY：11月见啦 希望到时丹叔还来中国宣传 之前看到说会来几个城市就很期待
32,同福客栈终身会员：迪，你真的头好铁
33,八岁小白：11月本来就是007传统档期 没毛病啊
34,木铎余音·永夏馥郁：percent继续期待了
35,米猫电商：电影名字不行，我觉得不OK
36,cneyilin：有了个前字就啥都敢往外捅
37,南宁电台殷宇平：有个“前”字就是明白！
38,小糊涂仙2046：总算遇到个明白人了
39,鹤壁代表哥：中国在帮助世界，世界也有不会抄作业的，真是让灾难来临。
40,皮卡橘胖：每次都是前说出重点
41,褐发安妮：说的对
42,赣龍l-grong：美帝也还是有清醒的人
43,渴望的木鱼：这该死的病毒早点消失吧！！
44,房产那些事儿6：美股用脚投票了
45,audrmb：
46,白皮双标狗：还是有明白人的
47,拾柒er-swl：工作在岗位、吃饭在岗位、睡觉在岗位！拼搏在一线的白衣天使们，你们辛苦啦！加油！致敬白衣天使，致敬守护生命的英雄！我们一起渡过难关！
48,共51条回复
49,煎妮本妮-：为巾帼英雄们点赞
50,共15条回复
51,夜洛洛洛洛洛啊：加油！巾帼不让须眉！辛苦了
52,共14条回复
53,沙雕萌鹅：巾帼不让须眉
54,共6条回复
55,富山牛乳_：致敬英雄
56,牵哥哥的手呀：加油加油加油
57,共2条回复
58,月亮营业中-：加油！！
59,AnnabellaWhite：#纪念周恩来总理诞辰122周年# ×坚决反对#外国人永久居留管理条例#
60,共20条回复
61,鄧髉：纪念周总理诞辰122周年，缅怀!他是一位纯粹的唯物主义者，他喜欢海棠花，人民说他伟大，他说：人民最伟大可是如今，被外国人渗透进来(报报别删我)顶我上去，
62,共20条回复
63,山有木兮Olina：周总理生日快乐…这盛世吧，一言难尽…但我们会继续努力
64,共6条回复
65,寒寒的冰阔落：坚决反对#外国人永久居留管理条例# ！
66,共23条回复
