,2020-04-14
0,老王爷儿：它们什么时候道德过
1,井底之妖：广州三非什么时候处理？
2,踩单车的红色少年：自己p的红V？
3,共11条回复
4,昊高物远：这也能扯到美国，明明是你自己太低三下四了吧，看看大使那个样子。
5,踩单车的红色少年：瞎说什么大实话。
6,网络黑恶势力也应扫：值得咱回复吗？任何国家的人来中国不遵守法律法规的都受到惩罚并永久驱出出境！对所有外来不能有特殊优待，不然真叫歧视他们不能自理了！
7,共14条回复
8,每日甜份：还不抓紧时间控制疫情 到处挑拨
9,小小破孩儿：还有力气挑拨，说明疫情不严重……
10,网络黑恶势力也应扫：能否让前段时间与工作人员发生冲突的外国人（特别是咬医务人员的那位）相关国家的大使馆和他们外交部和美国政府出来一下解释清楚：这不是歧视吗？这不是暴力吗？发生这些事后你们在哪？？？在中国大地上咱老百姓提出异议你们马上跳出是什么？？？？？？？
11,共3条回复
12,香菜蘑菇鸡：这还用挑拨？看看政府对黑人的态度  就差没给黑人供起来舔了   政府不好好反思那些超国民待遇   你有啥资格谴责？
13,山上滚下来的雪球：关键是现在把人供起来，人还是要把你反咬一口
14,helloworldzz：毕竟反美是咱国家外交部的日常工作，不斥责一下就没事干了呗
15,我也不晓得取哪样网名：北美病夫！
16,允浩萌主是命：回复@passion_666:你就是奴相本相吧  中国人咋了？心里自卑的人看谁都自卑
17,共5条回复
18,A超人uncle：中非友谊全靠中方给好处维护，这就是友谊吗？
19,追梦者我精彩：维护的价值，还是在非洲，而不在那些黑人
20,我爱黄毛丫：现在到处给好处，人家就理解为你确实是有问题才来讨好他们的。
21,剧荒：美国管好你自己@美国驻华大使馆
22,Lydia的猫呢：警惕美国和他派来的狗！
23,非偶然pasde：对，特别来自某岛的。
24,共3条回复
25,FourthAccount：中国也要做长远打算了，不能走一步看一步，被动应付，要主动出击，制定符合自身利益的国际关系战略。
26,editsome：三非问题跟留学生政策，我可以有意见吗？
27,马库斯·阿列克谢·王·肝帝：可以有啊，反正政府又不管
28,资深女牛氓-：美国无耻之徒像极了小人四处挑事
29,离圣彼得堡还有多远：虽然但是 国内黑人真的要管管了
30,子不语苟且：何止是挑拨中非民间矛盾？还有人在挑拨中泰民间对立而且那些人就是台湾跟香港那一波猴子，你说气不气人？
31,MoMoMG4：没错，这群蛆也在挑事
32,共3条回复
33,漂亮姐姐Fairy：美国自顾不暇，还要把手往国外伸
34,五年5year：送了几飞机物资去了？应该把残次品给他们，爱用不用。国民待遇啊
35,LidiaCho：咱能不卑不亢么 我都看不下去了
36,我为卿狂116：👍
37,唯唯子衿：这新闻看得心力交瘁     除了谴责还能做点别的吗？
38,葩爷微凉：长舌妇
39,笙笙漫_丝路长：说实话，跟他们没啥感情，更提不上友谊，看着他们在中国随便的样子，真的，不恨他们已经仁至义尽了
40,斐济水狂魔：广州查黑人查出100多个肺炎……19个输入……根本就不需要美国挑拨……中非关系我不管……但是非洲
41,手抓饼加里脊：Chinese get out
42,达哥90：呵呵
43,helloworldzz：这还用人家挑拨？广州的非洲人民问题不是摆在那了么？还是说，美国指示中国公安去对非洲人民进行抓捕
44,哈尼5543344876：关系铁不铁看朋友圈就知道了，有的人朋友圈里打都打不走，非跟着走；有的人朋友圈靠女学伴、金钱上供养着，您不要脸，爷丢不起那个脸，
45,城市里的农民2018：是好是坏，公道自在人心！
46,在本地较为优秀的男人：你们政府部门对外国人到底什么态度，中国本土公民还能不能生活了？非得让我们给他们面子？让他们当老爷？非法移民还留着干嘛？打造国际化都市国际高校不是把非洲人喊过来当大爷就行的，感觉只要是个外国人都能过的比我们这些普通人强，还有政府帮忙！！！
47,明樓哥的影子：双标国家什么时候和你讲过道德
48,Mr小Lee哥：但愿病毒在美国更加旺盛
49,梵世_HD：直接说谁在挑拨？
50,V-CJD：不要幻想通过一场疫情， 通过我们无私的援助来改变西方国家对我们的看法， 冰冻三尺，非一日之寒，很多事情是改变不了的。 中国能做的就是让我们的国家更加强大
51,123掐指一算：美国已被病毒操控，有原子弹的国家可以向美国发射了
52,许你眉间成书：先把自己的主线任务整好吧，美国那个疫情，势态可不乐观
53,哈哈哈哈顿阿：一边新闻说不要破坏中非关系，一边新闻就说“广州111名非洲籍人士新冠检测呈阳性” 不自相矛盾吗？媒体带节奏真的是一波一波的。既然4月4号开始就排查非裔，何必又在外交部发布消息时去，发布这条带有误导性的新闻呢！
54,开火车的豆小豆：就应该不管它不搭理它，让它自我高潮去
55,好酒浪人：这天天说给自己听也不累吗？人家根本不鸟你
56,九神野：人民网看看底下的评论吧！你觉得是挑拨的？本来就是在歧视黑人好么？和外交部讲，勇敢点！直接就认了这事儿！犟有用么？前两天网名骂人可直接攻击黑人这个种族的…拦也拦不住，拦了就围攻你，一帮人被一群小号带着节奏跑！赵立坚死撑有啥用，随便截个图就啪啪打脸
57,凡人369乐园：谁引进的跟谁睡觉
58,平淡是真06688：祖辈都是强盗，还讲什么道德
59,lizi0704：支持赵总
60,暴风城的将士们a：牢不可pe，离间挑be？
