,2020-05-27
0,菩提心的心愿：
1,秃头田园喵：太太太太绝了 有人将ghost town转成mp3吗🙊🙊跪求
2,Konnie0914：等我 我可以转！
3,共9条回复
4,鲫鱼的咸鱼生活：那撮头发真的好几个月了，dean真钟情
5,KiSsMe_NeOn：侧面表示自己是个长情的男人
6,DEANNNNNNNNN：有人知道怎么保存视频吗！！
7,jaclipster：点右上角吧好像
8,xooicl：微博国际版可以！
9,共4条回复
10,是你的倒：我晕 太久不见丁了 唱歌时候还是那么帅
11,鲫鱼的咸鱼生活：啊啊啊啊啊啊活的会动的dean！ 新鲜的dean！！！
12,cicicereal：看权革的时候一直祈求不要卡不要卡 不知道看这哥一次多不容易😢
13,Suk_cri_爆爆：啊啊啊啊啊啊啊啊啊 我心脏受不了了
14,jaclipster：✨✨✨✨✨✨✨✨✨这个version好好听
15,C阿茨：还是那么好听还是漂亮的帅哥 快出新歌
16,吃我一屁鸭：权革多多出现吧！
17,釈迦坊主：🐴着明天看
18,·exohpart·：我的天 终于 看见真人了
19,Bu_bubi：嗓音性感到死，我死了我死了我死了
20,FanxyRyu：终于见他营业了
21,小菠萝和太阳花：有见面了呢，哥
22,四喜丸子不粘锅：专辑 专辑 今年 please！
23,淑惠JOJO：太不容易了收藏起来慢慢看
24,daejeoxxlee：这嗓音 我真的人没了太爱了
25,Dayfly_404：我真的爱死了……权社长多多营业呀！
26,girlhasnocoffee：
27,Rayna_xx：丁哥哥终于出来营业了
28,再吃一口脆波波：啊啊啊啊我看到了新鲜的丁
29,你能翻翻我嗎：我以為我那時錯過了，沒想到我等到了
30,蘇蘇蘇蘇笑笑：我天！无FUCK可说！给我哭！
31,Glossuga-m：失踪人口回归
32,一只会掉裤衩的居：久违的从外星回来了
33,阿贝听深深的和啵子哥一起努力：革儿好久不见！
34,ahuanxxi：名单里面最期待这哥的舞台了 见一次太不易了
35,愚人自由o：wokao!!!太帅了吧
36,boo_ff：可算是出来营业了感觉专辑也快筹备好了吧
37,Wai_is_Y：终于啊
38,美女谐星在线花痴：好想你啊55555权革宝贝
39,凌晨两点J：这个有全场完整版么
40,淣淣昏尼：我的宝贝终于出来营业了
41,Outro1110：革革声音一出来我就没了卧槽
42,lioneoneil：
43,cosyewtrbl：转发微博
44,石咀傻雕：看直播是真的快气死了 一路都很顺畅一到权革就卡了气死了
45,Wiiik_：爱死他了！！
46,daejeoxxlee：老公头发比我长哈哈哈哈
47,daejeoxxlee：呜呜呜好爱
48,魔法小铺老板娘_：这么久终于见到会动的革了不然还以为我喜欢的是虚拟歌姬
49,moxisonqua：美女好久不见 好像胖了点
50,nn太困了：终于看到丁了
51,闵玧其走健康路吧：泡圈第一美女出来营业了
52,_BabySoo：哦 我的妈！是那个线上演出会吗 我给忘的一干二净啊啊啊
53,媛媛是蜜桃味的：好久不见呀
54,每天都很烦_JN：好久不见！
55,Deantralll：真的太久不见了。
